recovery_budget,fault_intensity,actual_fault_type,method,success_rate,recovery_rate,silent_failure_rate,avg_tool_calls,avg_model_calls,avg_verifier_calls,avg_recovery_steps,avg_latency_ms,avg_cost_proxy,executions
3,0.4,timeout,self_healing,0.7142857142857143,0.7142857142857143,0.0,4.142857142857143,0.0,1.0,2.0357142857142856,7255.892857142857,5.142857142857143,28
3,0.4,unavailable_tool,full_replanning,0.7037037037037037,0.7037037037037037,0.0,5.62962962962963,3.259259259259259,0.0,2.5555555555555554,3547.037037037037,8.88888888888889,27
3,0.4,unavailable_tool,retry_only,0.6153846153846154,0.6153846153846154,0.0,4.923076923076923,0.0,0.0,2.576923076923077,1377.6923076923076,4.923076923076923,26
3,0.4,unavailable_tool,self_healing,0.76,0.76,0.0,4.88,0.0,1.0,2.04,2003.6,5.88,25
5,0.2,contradictory_evidence,full_replanning,1.0,1.0,0.0,4.0,2.25,0.0,1.25,260.0,6.25,4
5,0.2,contradictory_evidence,retry_only,1.0,1.0,0.0,4.0,0.0,0.0,1.4285714285714286,263.57142857142856,4.0,7
5,0.2,contradictory_evidence,self_healing,1.0,1.0,0.0,3.5,0.0,1.0,1.0,225.0,4.5,2
5,0.2,malformed_output,full_replanning,1.0,1.0,0.0,3.4285714285714284,2.357142857142857,0.0,1.3571428571428572,1232.142857142857,5.785714285714286,14
5,0.2,malformed_output,retry_only,1.0,1.0,0.0,3.4166666666666665,0.0,0.0,1.9166666666666667,1377.0833333333333,3.4166666666666665,12
5,0.2,malformed_output,self_healing,1.0,1.0,0.0,3.1538461538461537,0.0,1.0,1.0,156.92307692307693,4.153846153846154,13
5,0.2,partial_response,full_replanning,1.0,1.0,0.0,3.6153846153846154,2.5384615384615383,0.0,1.5384615384615385,1333.4615384615386,6.153846153846154,13
5,0.2,partial_response,retry_only,1.0,1.0,0.0,3.888888888888889,0.0,0.0,1.7222222222222223,2121.1111111111113,3.888888888888889,18
5,0.2,partial_response,self_healing,1.0,1.0,0.0,3.0,0.0,1.0,1.1818181818181819,169.0909090909091,4.0,11
5,0.2,schema_drift,full_replanning,1.0,1.0,0.0,4.0476190476190474,2.5238095238095237,0.0,1.5238095238095237,1343.095238095238,6.571428571428571,21
5,0.2,schema_drift,retry_only,1.0,1.0,0.0,4.64,0.0,0.0,2.24,2377.0,4.64,25
5,0.2,schema_drift,self_healing,1.0,1.0,0.0,3.888888888888889,0.0,1.0,1.4444444444444444,1280.0,4.888888888888889,18
5,0.2,stale_context,full_replanning,1.0,1.0,0.0,2.7142857142857144,2.142857142857143,0.0,1.1428571428571428,198.57142857142858,4.857142857142857,7
5,0.2,stale_context,retry_only,1.0,1.0,0.0,3.0,0.0,0.0,1.125,210.0,3.0,8
5,0.2,stale_context,self_healing,1.0,1.0,0.0,2.375,0.0,1.0,1.0,176.25,3.375,8
5,0.2,timeout,full_replanning,1.0,1.0,0.0,3.9,2.9,0.0,1.9,6118.0,6.8,20
